,Model,AILAStatutes,ArguAna,BelebeleRetrieval,CovidRetrieval,HagridRetrieval,LEMBPasskeyRetrieval,LegalBenchCorporateLobbying,MIRACLRetrievalHardNegatives,MLQARetrieval,SCIDOCS,SpartQA,StackOverflowQA,StatcanDialogueDatasetRetrieval,TRECCOVID,TempReasonL1,TwitterHjerneRetrieval,WikipediaRetrievalMultilingual,WinoGrande
309,Yuan-embedding-2.0-zh,,,,95.218,,,,,,,,,,,,,,
310,QZhou-Embedding-Zh,,,,93.45599999999999,,,,,,,,,,,,,,
311,Ops-MoA-Yuan-embedding-1.0,,,,93.2,,,,,,,,,,,,,,
312,Ops-MoA-Conan-embedding-v1,,,,92.664,,,,,,,,,,,,,,
313,voyage-finance-2,,,,,,,,,,,,,,,,88.518,,
314,Conan-embedding-v1,,,,92.351,,,,,,,,,,,,,,
315,ritrieve_zh_v1,,,,92.318,,,,,,,,,,,,,,
316,Youtu-Embedding,,,,91.935,,,,,,,,,,,,,,
317,XYZ-embedding,,,,90.756,,,,,,,,,,,,,,
318,xiaobu-embedding-v2,,,,89.399,,,,,,,,,,,,,,
319,zpoint_large_embedding_zh,,,,89.143,,,,,,,,,,,,,,
320,C2LLM-7B,,,,,,,,,,,,94.848,,,,,,
321,gte-large-zh,,,,88.405,,,,,,,,,,,,,,
322,text-embedding-3-large (embed_dim=512),,,,,,,,,,,,,,,,82.938,,
323,xiaobu-embedding,,,,87.68599999999999,,,,,,,,,,,,,,
324,Qodo-Embed-1-7B,,,,,,,,,,,,94.0,,,,,,
325,piccolo-large-zh-v2,,,,86.777,,,,,,,,,,,,,,
326,LateOn-Code,,,,,,,,,,,,93.425,,,,,,
327,Yinka,,,,85.946,,,,,,,,,,,,,,
328,piccolo-base-zh,,,,84.503,,,,,,,,,,,,,,
329,Zhinao-ChineseModernBert-Embedding,,,,84.162,,,,,,,,,,,,,,
330,voyage-code-2,,,,,,,,,,,,,,,,74.833,,
331,voyage-multimodal-3,,,,,,,,,,,,,,,,74.323,,
332,stella-large-zh-v3-1792d,,,,82.44399999999999,,,,,,,,,,,,,,
333,Qodo-Embed-1-1.5B,,,,,,,,,,,,91.92399999999999,,,,,,
334,stella-mrl-large-zh-v3.5-1792d,,,,81.867,,,,,,,,,,,,,,
335,xlm-roberta-ua-distilled,,,76.48666666666666,,,,,,,,,,,,,,,
336,text-embedding-3-small (embed_dim=512),,,,,,,,,,,,,,,,68.97,,
337,stella-base-zh-v3-1792d,,,,80.613,,,,,,,,,,,,,,
338,voyage-2,,,,,,,,,,,,,,,,59.473,,
339,voyage-large-2,,,,,,,,,,,,,,,,59.473,,
340,C2LLM-0.5B,,,,,,,,,,,,89.403,,,,,,
341,EmbeddingGemma-Scandi-300m,,,,,,,,,,,,,,,,48.623,,
342,mmBERTscandi-base-embedding,,,,,,,,,,,,,,,,47.613,,
343,nb-sbert-base,,,,,,,,,,,,,,,,45.981,,
344,dfm-sentence-encoder-large,,,,,,,,,,,,,,,,42.332,,
345,gte-base-zh,,,,75.74,,,,,,,,,,,,,,
346,Dmeta-embedding-zh-small,,,,75.626,,,,,,,,,,,,,,
347,dfm-sentence-encoder-medium,,,,,,,,,,,,,,,,41.538000000000004,,
348,LateOn-Code-edge,,,,,,,,,,,,85.629,,,,,,
349,LateOn-Code-pretrain,,,,,,,,,,,,85.61,,,,,,
350,Qwen3-Embedding-Scandi-0.6B,,,,,,,,,,,,,,,,39.506,,
351,bge-large-zh,,,,74.055,,,,,,,,,,,,,,
352,m2v-dfm-large,,,,,,,,,,,,,,,,33.454,,
353,bge-base-zh,,,,72.073,,,,,,,,,,,,,,
354,bge-small-zh,,,,68.952,,,,,,,,,,,,,,
355,model2vecdk-stem,,,,,,,,,,,,,,,,25.562,,
356,m3e-base,,,,66.422,,,,,,,,,,,,,,
357,gte-small-zh,,,,61.651999999999994,,,,,,,,,,,,,,
358,m3e-large,,,,61.329,,,,,,,,,,,,,,
359,model2vecdk,,,,,,,,,,,,,,,,21.053,,
360,xlm-roberta-large,,,,,,,,,,,,,,,,20.657,,
361,xlm-roberta-base,,,,,,,,,,,,,,,,19.058,,
362,sbert-chinese-general-v1,,,,39.635,,,,,,,,,,,,,,
363,LateOn-Code-edge-pretrain,,,,,,,,,,,,74.632,,,,,,
364,BiCA-base,22.006,,,,,,,,,,,,,,,,,
365,english_code_retriever,,,,,,,,,,,,56.53399999999999,,,,,,
366,Hinvec,,,19.4711,,,,,,,,,,,,,,,
367,cai-stellaris-text-embeddings,,47.288000000000004,,,,,,,,,,,,,,,,
368,colbertv2.0,,,,,,,,,,15.615000000000002,,,,,,,,
369,pubmedbert-base-embeddings-8M,,,,,,,,,,,,,,39.843,,,,
370,pubmedbert-base-embeddings-1M,,,,,,,,,,,,,,37.322,,,,
371,pubmedbert-base-embeddings-2M,,,,,,,,,,,,,,36.574,,,,
372,MicroLlama-text-embedding,,35.442,,,,,,,,,,,,,,,,
373,pubmedbert-base-embeddings-500K,,,,,,,,,,,,,,35.370000000000005,,,,
374,pubmedbert-base-embeddings-100K,,,,,,,,,,,,,,17.349999999999998,,,,
